track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_min
1lF9Ax6hf2hxO9t2EFtiRl,Vivire Para Ti,Los Amigos Invisibles,2,6UTNGpgi32axo5ilCMPhCF,Commercial,2009-05-26,Paraíso Tropical,2v41efarffe6iY8qpMK5Gj,latin,tropical,0.727,0.714,11,-6.284,Minor,0.0288,0.0598,3.58e-5,0.101,0.96,111.998,207213,3.45355
05spZGjDdUaVc3QAv4ilY8,Bittersweet,The fire ants,0,1APhCSVU3drLIggbgPfCxU,Bittersweet,2018-12-28,Tastemakers Ball  -  EDM - POP and FUN,67cpuBAXjwibm3LG333Oaq,edm,pop edm,0.886,0.801,0,-4.781,Major,0.0673,0.0139,0,0.136,0.557,117.16,151714,2.528566666666667
7wSnY5MbGOumpXSwk0CGvw,Alternate Paths - Teenage Mutants Radio Edit,DeVante,36,70mMwsEPefj1KhwUmdJiAL,Alternate Paths,2019-09-19,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.706,0.866,5,-6.01,Major,0.0342,0.00364,0.886,0.117,0.0382,124.991,246480,4.108
4dMkNnFOOMcdChtooPTvwt,In the Rain,Huez,41,54s55YJpsLZUKsx12HqGnh,True Story,2018-10-26,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.594,0.292,3,-12.784,Minor,0.203,0.879,0.938,0.094,0.383,158.455,90000,1.5
5f4kn58RoV6jodUeYGAjjF,People - Radio Edit,Kav Verhouzer,37,4VTRtzC3PvHs7oWRWFwR9W,People (Radio Edit),2015-12-11,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.775,0.67,1,-5.779,Major,0.0466,0.0245,5.32e-4,0.177,0.88,122.002,147541,2.459016666666667
2MH0yZZSWuPhqGI0u8iTkH,Bury Myself Alive,Downplay,31,6aGus6dVqJ40XVFGsLCWId,Radiocalypse,2012-05-29,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.488,0.876,6,-4.555,Major,0.0445,1.33e-4,1.97e-5,0.184,0.424,92.043,204547,3.409116666666667
41QhRnFDdhMLtR8tmnolbr,WALLS,Kings of Leon,64,08ibdX8K0GETv20UEku3sm,WALLS,2016-10-14,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.56,0.32,8,-14.34,Major,0.0313,0.505,0.472,0.11,0.107,82.511,329667,5.49445
5COO2JgOmHIJ2jsXFwflz8,Breakthrough,TWICE,65,7LWfEiSeue9BXPbUOH34q6,Breakthrough,2019-06-12,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.868,0.728,6,-3.338,Minor,0.11,0.0439,0,0.0975,0.616,112.006,217651,3.6275166666666667
3UL2lHZvjjPEHzwsnqO00v,Adios,Kim Viera,39,0ISSpToY9pWlRxvX2nnus5,Adios,2019-12-06,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.593,0.8,0,-3.077,Major,0.0621,0.357,0,0.101,0.781,175.941,215104,3.5850666666666666
1EgtRYHFJEpEgKIbe18jec,You'd Gotta Be Alive,St Francis Hotel,0,229TFaIB6rdZlMEawLKJ3l,You'd Gotta Be Alive,2016-12-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.573,0.591,10,-7.723,Minor,0.0364,0.0128,0.0409,0.116,0.601,169.975,263567,4.392783333333333
5iXnDpczRvMLg8FYDQtc1B,Diggid,TYNAN,42,0v8PS5uppcsQA1JDAdwCFW,Diggid,2019-06-17,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.75,0.889,2,-4.968,Major,0.0866,0.0658,0.0168,0.356,0.386,125.053,162377,2.7062833333333334
4iI2kB0pyRFZdq1BJ1ZQFv,Vuelve a Mi,Micro Tdh,53,20nbtzxcSOnaEl2dZHkmr9,Vuelve a Mi,2018-05-28,Trap Luv,37i9dQZF1DWTLxOkM7PwUb,rap,trap,0.68,0.674,9,-7.284,Minor,0.0606,0.122,0.0103,0.108,0.285,89.958,186667,3.1111166666666668
78XfOXpUShe7mFwhjBEd94,My Best Life (feat. Mike Waters) - Club Mix,KSHMR,66,499pxoME8SyDn5lwogpwrE,My Best Life (feat. Mike Waters) [Club Mix],2019-08-05,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.603,0.921,8,-3.693,Minor,0.391,0.018,9.2e-5,0.183,0.675,120.201,198533,3.308883333333333
3fJ6qG1m6zOFOo1HfU9Pxt,6 Minutes (feat. Lil' Wayne & Fabolous),Cassidy,32,0bHhBV1joQxtUYcN5LPdq8,I'm A Hustla,2005-06-27,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,0.4,0.963,1,-2.745,Major,0.47,0.208,2.89e-6,0.348,0.366,169.61,386573,6.4428833333333335
3LklW07tvdx2AHsgfi1Mng,I Wish,Skee-Lo,61,34hLOvajp6WQOGlt6CNLSA,I Wish,1995-09-02,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.669,0.809,7,-7.146,Major,0.147,0.00137,0,0.38,0.572,97.885,249293,4.154883333333333
1h22h211rde6dDCeW2hXpN,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,66,2Qy7P4tvyqZcNOD4II3oKg,20th Century Masters: The Best Of Joe Cocker (The Millennium Collection),2000-06-06,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.632,0.305,2,-11.842,Major,0.0326,0.614,2.01e-5,0.0713,0.238,139.935,232573,3.8762166666666666
3VyTSj0Ub87UrSOfVNmzpD,Stay Ready,Adelitas Way,46,7gfgPzM23GcJDmgwSPyh1y,Stay Ready,2019-09-27,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.483,0.887,7,-2.139,Major,0.0447,3.79e-4,5.57e-5,0.0563,0.406,91.02,193744,3.2290666666666668
5UVBumEwdUnzvqxrXOYLFA,17,Youth Lagoon,58,7jG32gfkuo10qarPgmWC7q,The Year of Hibernation,2011,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.348,0.263,0,-8.531,Major,0.0516,0.835,0.654,0.129,0.12,74.517,236000,3.933333333333333
63kMZoG9xuU96GQdioTCI4,Whiskey In The Jar,Thin Lizzy,3,01iw3ZO4AQKvvIjXq5wPEL,Wild One - The Very Best Of Thin Lizzy (Remastered Version),1996-01-01,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.552,0.918,0,-5.127,Major,0.112,0.383,0.00531,0.123,0.707,127.728,345760,5.762666666666667
5IXRReJwphf85X3q7vhtWa,SkindeepSkyhighHeartwide,Lawrence Rothman,45,0nPJxB1xuxibk0rCKLd943,SkindeepSkyhighHeartwide,2020-01-08,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.545,0.635,5,-6.57,Major,0.0354,0.019,6.97e-5,0.0995,0.349,117.038,246593,4.109883333333333
0A2g7e4FUHJ5YJq83uyLRF,Hookah & Sheridan's (Bachata Version),DJ Khalid,54,4n6wm128CH98FF29p9GHzF,Hookah & Sheridan's (Bachata Version),2019-02-22,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.813,0.638,8,-7.158,Minor,0.0322,0.259,0,0.295,0.598,110.039,207273,3.45455
2pNSi1RkuV0vNVRLI4SOtb,Work It,Tabitha,53,0iamyfQNN5cS07MXtLB8NY,"Hsmn, Pt. 1- Single",2019-09-20,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.541,0.832,11,-6.036,Minor,0.255,0.291,0,0.145,0.726,101.237,168147,2.80245
0fyx2JEi8DCNPinj46NjDg,Tienes La Magia,Lil Silvio & El Vega,56,2voTaSRQjkR5vekDM07xwS,Tienes La Magia,2017-01-30,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.702,0.874,7,-3.219,Major,0.0757,0.0853,0,0.318,0.76,101.982,240040,4.000666666666667
4qqArAiTPueDxIp7cf87h7,Final Song,MØ,71,2gcqSlK5xTxcpuLZ1iik3Z,Final Song,2016-05-13,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0.695,0.672,1,-6.109,Minor,0.0345,0.014,8.44e-5,0.0756,0.245,104.988,235827,3.93045
7lzZDO0lbY58NTtszwuu35,Darling,Nath Jennings,17,6iFM95vPB2wXciAKnhRY4x,Darling,2020-01-17,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.784,0.648,0,-8.703,Minor,0.396,0.255,3.87e-5,0.328,0.808,128.033,165957,2.76595
6zuJ3bs99RchNQ7JUOSY1k,Money Note,Camille,0,4EK30NAWk6C0UBfVxogbrf,Music Hole,2008-04-04,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.846,0.797,9,-9.519,Major,0.082,0.367,1.91e-4,0.226,0.877,121.989,382386,6.3731
3dHJZqFEepODAStr62WGPD,Back to Black,Besomorph,49,15Xi9vETkCvL5QfyIPikv4,Back to Black,2019-11-18,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.503,0.778,10,-3.477,Major,0.15,0.0389,3.49e-6,0.111,0.276,150.142,188800,3.1466666666666665
6JgumiX4QJb0g38UhpJ9sK,The Stratosphere,Extreme Music,8,7ERpmbxSAdUTI6rEDNylqo,Stoner Rock 2,2015-09-18,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.356,0.806,9,-5.545,Major,0.0467,2.91e-4,9.28e-4,0.23,0.265,128.279,195317,3.2552833333333333
2Cp9l9oeQl5DAK2AAS0V1S,City Of Syrup,Big Moe,0,7hfXAZkTDCoZJuobL8phmN,City Of Syrup,2000,3rd Coast Classics,1QJ66s6YBZgxMUaVUyrhbo,rap,southern hip hop,0.893,0.437,9,-10.518,Major,0.122,0.0227,1.35e-6,0.602,0.405,104.443,261427,4.357116666666666
1WRIN4Liz3nmoE5njV8aNO,Viernes 13,KAKTOV,60,40dw575mb3ge8Rz84fJlAs,Viernes 13,2019-12-13,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.888,0.569,0,-6.612,Minor,0.342,0.0447,0,0.136,0.829,150.064,184000,3.066666666666667
74Ag9d1bpK4zr5d7eVHXRn,Inconsolable Soldier - Cevin Fisher Remix,Jay Hill,26,6II0KuGnVZqEuD2RgBUepS,Inconsolable Soldier,2019-12-27,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.657,0.62,5,-13.489,Minor,0.0361,0.00266,0.776,0.646,0.12,124.012,412812,6.8802
1Qc7zCw6k2KTvSEl4IKSdP,The Pusher,Steppenwolf,54,6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,1968,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.467,0.382,0,-13.807,Major,0.0264,0.236,0.125,0.187,0.704,81.754,350467,5.841116666666666
1bRrJaO9IHxsx8OY3ly5di,Púrpura,Nanpa Básico,58,32Fgx3PGAOXi2F1KtJNmfz,Púrpura,2019-11-29,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.781,0.464,0,-11.45,Minor,0.346,0.508,0,0.0772,0.369,147.893,201853,3.3642166666666666
0bqz8PQRyKw8Uwi02NsV3q,Beast,PURARI,38,0550zc04Fw73LOP8nMqHdq,Beast,2019-06-05,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.309,0.97,11,-4.073,Major,0.101,1.25e-4,0.507,0.394,0.0339,100.384,171304,2.8550666666666666
2MvsO4jP0zj8nBrKEfZaWt,Ending Story??,ONE OK ROCK,40,5dWke9BKYdBq7YXbb7jrLC,JINSEI KAKETE BOKU WA,2013-03-06,ONE OK ROCK with Orchestra Japan Tour 2018 Setlist,2gt9IfM8ASNiDzqg5jKyR5,rock,album rock,0.354,0.917,5,-5.134,Minor,0.187,1.31e-4,0,0.134,0.414,175.133,255093,4.25155
3qgtGhoCutbBX73cd6ArCW,SouthSide (feat. Eptic),DJ Snake,63,2MFS6WG6jnPAgvJpV3PehR,Carte Blanche,2019-07-25,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.571,0.94,1,-3.637,Major,0.0883,0.0114,0.0128,0.572,0.555,149.959,252800,4.213333333333333
2r008pcfVYc0zgQvSRqUJE,I'd Really Love to See You Tonight,England Dan,61,1lAMkHFW0e51taMt34LUQ2,Nights Are Forever,1976,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.62,0.556,5,-12.044,Major,0.0336,0.184,0,0.301,0.592,119.172,159107,2.6517833333333334
40AWFoIxJs2E1I0HM9hWPE,We Come - Radio Edit,Boehm,5,5WTmwkdMKPTgzlwYc93mHG,We Come,2016-01-26,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,0.652,0.862,6,-5.155,Minor,0.0264,0.0453,4.69e-4,0.0565,0.266,122.044,216393,3.60655
2gMxNLe9ugpFAia2NE8OGV,Blueblurry,Duckmaw,45,36wHGtWT1IY7gHFC1QYdfw,Blueblurry,2019-04-05,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.687,0.602,4,-9.08,Major,0.155,0.00404,0.0271,0.0654,0.29,117.979,285004,4.750066666666667
7F91NxkoCwU6MPP4SjO8hs,Heavy Lies The Crown,Royse,38,5cRAOX6GSNNpOIsSVLDE7G,Heavy Lies The Crown,2019-08-16,INDIE POP! TUNES,0HD4Pc1PK8fsyKQq9e2U2v,latin,latin pop,0.703,0.562,0,-3.583,Major,0.0434,0.22,0,0.24,0.45,110.001,200867,3.3477833333333336
1LkoYGxmYpO6QSEvY5C0Zl,Scotty Doesn't Know,Lustra,66,3MCqjuNms0vjGyUDQ92Ivs,Left for Dead,2006,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.317,0.887,0,-4.525,Major,0.0472,4.49e-4,9.23e-6,0.363,0.544,174.009,175200,2.92
4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors,70,2TWdmpnFNCMlZDQROleupK,Pocket Full Of Kryptonite,1991-08-27,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.543,0.912,7,-10.71,Major,0.0601,0.00162,2.1e-6,0.0565,0.836,103.731,256733,4.278883333333333
1wAIjMwxC3KjRqHpaMkFvC,MADDEN,JOYRYDE,57,7tuAJ07OlqIuZvNNGl7FSX,MADDEN,2019-08-23,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.743,0.943,2,-1.966,Major,0.296,0.0254,0.0703,0.402,0.177,127.978,226875,3.78125
2ZPowUSO18vW87JhJbzO4F,Justice,Martin Hygard,15,299ZIzk8PjlKOTsOZA7y1a,Justice,2019-12-17,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.846,0.649,7,-9.169,Major,0.0624,0.00996,0.854,0.628,0.356,123.981,225500,3.7583333333333333
5OY8EtE7tt2nM4c0oxhJY8,Fight Music,D12,4,1goTTgn8yBzKNOCocQcMQy,Devils Night,2001-01-01,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,0.75,0.849,0,-3.097,Major,0.264,0.0803,0,0.333,0.771,89.501,261093,4.35155
2YdyY8Wi7FmVcJ9oZqSBzf,Retrograde,HUDSUN,30,10X5rFMlkKcxlbOoyGekvB,Retrograde,2019-11-01,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.6,0.384,7,-6.344,Minor,0.036,0.00352,8.12e-5,0.0861,0.362,137.955,212600,3.5433333333333334
1lrspG06rzOUUGpdX3DrN1,Arrive,Quentyn,37,3kZ0utec0piJwr5OzhaWsc,Arrive,2017-12-08,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.449,0.625,6,-6.234,Minor,0.049,0.00164,0.897,0.166,0.356,123.069,187317,3.12195
1j82fFDqVM2Sgb8tfMidBv,Blood,Thepoolboi,40,099teCyrYXx7MydXVItDa1,Killmart,2016-10-31,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,0.836,0.706,1,-4.065,Major,0.0497,5.19e-5,0,0.0927,0.0374,120.045,76042,1.2673666666666668
055gPMFqjFak8WbagTBSOU,Let This Be,Jack Rose,46,3OaHY0v2eiJ9d0JgoUhRTQ,Let This Be,2019-12-20,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.573,0.626,5,-8.901,Major,0.0507,0.24,0,0.187,0.638,153.101,217493,3.6248833333333335
0WOnTl9cB4qaAPjrllhvbd,Fearless 3:16,Melvin Ayala,24,777k5vgskrepn66ZeS9Ctj,Fearless 3:16,2018-11-30,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.854,0.78,7,-5.528,Major,0.108,0.132,1.21e-6,0.189,0.848,119.972,226836,3.7806
1cloJnP4gDul2IiDqCwGNh,Higher Than Mine,SEU Worship,46,6CR7FS8KhwY5HnEGlUeGTN,Higher Than Mine,2019-11-08,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.668,0.632,11,-5.652,Minor,0.0952,0.0523,9.37e-5,0.0971,0.156,106.017,185062,3.0843666666666665
20aVBPxjn2KhxUOa8ux8dv,You Are God (feat. Sheena),Sevin,18,65I4yb7Bu4Cmegk2HGTB1w,Purple Heart,2016-04-08,CHRISTIAN ELECTRO / DANCE / EDM,0MhTMIo1bgH6zzPh7BdChT,edm,progressive electro house,0.546,0.756,9,-8.389,Minor,0.31,0.0236,0,0.127,0.596,147.395,325019,5.4169833333333335
7AjnljdL3ecxRkPVsvY68D,Milk It,Rony Rex,46,78bhO2K7pfVixbtOA5qzhP,Milk It,2019-05-17,[EAS]: Festival Big Room,71UHE27ayQs8ZDxQwY0cY1,edm,big room,0.891,0.881,7,-4.333,Major,0.11,0.0219,0.0165,0.0459,0.756,123.984,195635,3.2605833333333334
12VuH6dRLKCULFpmT4I0R5,Baton,Xinister,36,5Cux9g59HVF73xpxm0LIsh,Baton,2019-05-20,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.783,0.836,1,-4.039,Major,0.0793,0.0208,0.342,0.207,0.687,150.017,224000,3.7333333333333334
29KB0fBhoo7o9QvGkG8iHQ,Playing Games,Miki J,0,2LvSTlgDwjjq9ZXqDoNfmJ,"Japanese Boogie & Disco, Vol. 2",2017-10-09,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,0.674,0.824,7,-6.622,Major,0.0303,0.049,0.00244,0.0872,0.865,102.692,473010,7.8835
2AY2vE3UPgmHPzTXUturYv,Detonao,Lautaro LR,44,0oPkAN7Mb7JcgYxZ8czsBf,Detonao,2019-12-12,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,0.842,0.56,11,-8.044,Major,0.0998,0.771,0.119,0.101,0.439,122.019,149508,2.4918
3aQV6E290SJvasp2VOgvBz,What I Please (feat. Denzel Curry),Smokepurpp,67,5UYKqW3uCzdZi8qBsGn3IU,Deadstar 2,2019-12-13,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.81,0.69,10,-7.841,Minor,0.27,0.0373,0,0.106,0.618,139.97,140369,2.3394833333333334
21pySLskKIKrhDziCX5ojQ,When I Grow Up,The Pussycat Dolls,70,7mDkWKTghwBDuHCJmH6qR5,Doll Domination (Deluxe),2008-09-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.671,0.685,11,-5.762,Minor,0.05,0.00165,0,0.398,0.368,118.449,245680,4.094666666666667
0QNmyQRKrAZ15vdi9QUnXp,Margaret's Hymn,Deborah's Child,34,6HARsVWUmJmT0QKJoCBx9z,Margaret's Hymn,2019-08-21,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.737,0.369,9,-6.888,Major,0.112,0.494,1.18e-6,0.244,0.494,129.988,246741,4.11235
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Imagine Dragons,65,1rzDtYMpZDhRgKNigB467r,Night Visions (Deluxe),2012-09-04,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.635,0.926,0,-5.589,Major,0.151,0.0893,4.53e-6,0.0928,0.761,100.048,189840,3.164
7f5dRZ6W2Si4SoPLQxNHbm,Sending My Love,Zhané,28,4Rj3sxQFk2chQQqfad4siz,Pronounced Jah-Nay,1994-01-01,New Jack Swing - 90s R&B fused w Hip Hop,79xd4wnVuKZK4rJMsL2wPa,r&b,new jack swing,0.712,0.516,7,-9.615,Major,0.0586,0.0314,0.15,0.0596,0.221,95.023,220960,3.6826666666666665
1flOuDWFjEtfmWY9NYJQsr,Metal Horse,Lreds,18,7fc4GwfS5xOt990Q49bc7d,Metal Horse,2019-11-25,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,0.553,0.696,6,-6.961,Minor,0.0302,0.178,0,0.122,0.348,155.985,204098,3.4016333333333333
1kKLWkqyZEnrOd5tBYYCUn,Afro Blue,Robert Glasper,52,7ghmfIJeLHIMSwj8VoXnBl,Black Radio Recovered: The Remix EP,2012-01-01,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.819,0.428,5,-9.883,Minor,0.317,0.128,0.00151,0.211,0.454,87.9,307440,5.124
6FOkXQQZgwjW2PpHxkTuyv,Bad Romance - Live,Thirty Seconds To Mars,43,5nI4Eo1vWUWXzeT4WrzTGL,This Is War (Deluxe),2009,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.54,0.487,0,-7.013,Major,0.0311,0.529,1.06e-4,0.197,0.15,104.718,282147,4.70245
7qozat5jqKmwgs7kLo2NWh,Amor de Verdad,Dama,37,24MCC33x034nPk15G6K8MU,Amor de Verdad,2020-01-10,Tropical Rising,37i9dQZF1DX07X8UDWKEwP,latin,tropical,0.818,0.68,7,-5.175,Major,0.101,0.24,2.02e-4,0.149,0.69,132.962,231575,3.859583333333333
0sZrIaNANwnhPpF0wtLAbR,I Want You Around,Snoh Aalegra,4,7pcHzGGxXi87yLGW7NNQ7a,I Want You Around (Edited),2019-02-18,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.707,0.522,4,-7.033,Major,0.204,0.341,0.0641,0.0771,0.638,168.028,213253,3.5542166666666666
62SpTZPgcuBcygQSb1mC7W,Jarabi,Ketama,23,6it7LWCx2i5KQv73iyocKV,Songhai,1988-03-22,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.42,0.349,4,-19.701,Minor,0.0504,0.866,0.788,0.11,0.815,120.102,219160,3.6526666666666667
4773u67p3U4PKaWtm5vlcj,Come To Life,Neon Feather,34,101P0Nat9WRPuN60kxdk2i,Come To Life,2019-02-15,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.434,0.843,0,-5.321,Major,0.0544,0.0609,0,0.204,0.451,150.129,178733,2.9788833333333335
45PxL9PEi3AogpOyegTts8,V. Thirteen,Big Audio Dynamite,30,6Cq9fy1koAPkAs490VZMqW,"No. 10, Upping St.",1987-03-31,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.782,0.38,11,-17.183,Minor,0.0363,0.0525,0,0.127,0.869,134.072,278893,4.648216666666666
7o7LWBj18034zYmqRDWOff,Bittersweet Symphony,Graeme James,22,6NAr5nLxOClccDdjfJOcxS,"Play One We All Know, Vol. II",2014-09-29,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,0.897,0.892,9,-7.434,Major,0.0302,0.137,0.00816,0.2,0.971,125.043,224720,3.7453333333333334
7eXbrGTzY8wOtWnphDmF1t,Startede Sammen,Gobs,54,63EkLInSUnohmdztrhHLk0,Startede Sammen,2019-09-27,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.633,0.584,6,-7.124,Major,0.0483,0.421,0,0.166,0.54,122.78,162711,2.71185
0D7DRqVU5h31xtEUccV4s7,Have Yourself a Merry Little Christmas,Pentatonix,58,082VlX7cBth0o8xqDGclNn,That's Christmas To Me (Deluxe Edition),2015-10-30,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.653,0.415,0,-7.489,Major,0.0288,0.147,0,0.0759,0.762,91.977,202560,3.376
5mW2TMTLAlnTqY2uIwHrC9,Daylight - Extended,Kid Massive,0,6BpAMOoKqleLxXfQ3IiCzw,Daylight,2013-10-07,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.695,0.626,3,-4.267,Major,0.0542,0.00792,7.84e-6,0.0922,0.255,127.991,307747,5.1291166666666665
1wmQEa5wqsnhBaNNYVwet5,Fine Lines,Jorja Smith,55,1hfSMy89JzdUmHjxDFXlZ1,"Insecure: Music from the HBO Original Series, Season 2",2017-09-08,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,0.523,0.687,4,-5.066,Major,0.375,0.62,0,0.139,0.562,78.509,215667,3.59445
0F0Y6RxLpOo86HMFmShOMF,Win,Stefflon Don,32,5asFxV5BYQsPkI1IaIOGAU,SECURE,2018-08-17,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.384,0.727,2,-3.444,Major,0.195,0.0225,0,0.34,0.441,64.558,203080,3.3846666666666665
331YbyNd4xRKm1VM8RXJ1A,Get'Em,Intoxicated,5,5Srogz8tOnGS9yK4S9GNpu,Whichaway,1999,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.705,0.89,6,-4.73,Minor,0.329,0.0137,0,0.0758,0.653,169.917,233907,3.89845
1OMPuhoPpUNvFviKOhbEaM,YOU & I,VRSTY,43,5N4nX3ipDaPnmIPUWgiTUr,Blck Deluxe,2019-12-20,Rock Hubspot,5hvf4yL105Rw6cvCP6AMjM,rock,hard rock,0.469,0.983,5,-4.756,Minor,0.188,9.43e-5,5.53e-6,0.337,0.37,102.953,238835,3.980583333333333
1t9LPKYNjcFPTWa2moPE94,Drinking Sessions (feat. Keyon Harrold),Big K.R.I.T.,40,6vGEX2ejVVsHTIsqI1teZg,4eva Is A Mighty Long Time,2017-10-27,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.514,0.717,9,-5.987,Minor,0.249,0.209,0,0.169,0.333,140.9,311626,5.193766666666667
